dataset,optimizer,iteration,variation,runtime
FiftyWords,adam-1000-1,22_1299660129019810724,1378.1890533315113,263.6315133571625
FiftyWords,adam-1000-1,23_1936603916455564461,367.7280453206717,265.27583837509155
FiftyWords,adam-1000-1,24_2132903575653111221,334.7475394847361,264.084774017334
FiftyWords,adam-1000-1,25_1082731432661931710,322.71337967082223,264.5442326068878
FiftyWords,adam-1000-1,26_1598578307949320134,379.7731474326021,264.22337460517883
FiftyWords,adam-1000-1,27_927712387773421775,302.36739945718176,264.70855927467346
FiftyWords,adam-1000-1,28_1410028556460153304,378.61246848877795,265.2088189125061
FiftyWords,adam-1000-1,29_1306805855088728800,239.1837920770161,263.9549174308777
FiftyWords,ssg-1000-10,0_1656508826837769191,232.0519759084747,263.1509783267975
FiftyWords,ssg-1000-10,1_166379750375742700,220.65899478182328,260.35345578193665
FiftyWords,ssg-1000-10,2_945965930061946353,218.50405476224213,261.3377254009247
FiftyWords,ssg-1000-10,3_1444070535967727352,250.89329286626915,263.2157151699066
FiftyWords,ssg-1000-10,4_2089147960669954047,222.37549521001975,263.2794463634491
FiftyWords,ssg-1000-10,5_874908891605295370,217.2875312436218,266.47309017181396
FiftyWords,ssg-1000-10,6_1620258478225809939,228.99083656139774,265.32289266586304
FiftyWords,ssg-1000-10,7_1315938398669038363,237.23859739688393,263.8676996231079
FiftyWords,ssg-1000-10,8_232420816786482211,214.00881796696936,263.52975130081177
FiftyWords,ssg-1000-10,9_1894609169344292139,218.7882799028279,264.72052001953125
FiftyWords,ssg-1000-10,10_507822641021118004,218.80943200804663,264.39825320243835
FiftyWords,ssg-1000-10,11_819134515018917696,227.57408479822823,268.1346652507782
FiftyWords,ssg-1000-10,12_592107903871543369,232.00323175002706,264.90119910240173
FiftyWords,ssg-1000-10,13_814600129065970001,221.47186059780685,264.0961420536041
FiftyWords,ssg-1000-10,14_689225017173928536,234.98020188903718,262.94526624679565
FiftyWords,ssg-1000-10,15_2273748816147966815,226.2343706723657,263.68683099746704
FiftyWords,ssg-1000-10,16_2261740499905211495,230.41548835919397,263.99444603919983
FiftyWords,ssg-1000-10,17_1548565372292492654,217.53851735310386,262.6903586387634
FiftyWords,ssg-1000-10,18_1670063056429182580,218.43408305473602,262.0523536205292
FiftyWords,ssg-1000-10,19_1831142059654180731,232.68460749940303,263.06950187683105
FiftyWords,ssg-1000-10,20_2080656982124458115,232.3180191395666,264.1077947616577
FiftyWords,ssg-1000-10,21_616823275996508554,290.26215244579276,262.36482882499695
FiftyWords,ssg-1000-10,22_1996686179599577745,231.32105057637838,263.59807419776917
FiftyWords,ssg-1000-10,23_2271029174136664983,228.90516867698884,262.1183919906616
FiftyWords,ssg-1000-10,24_1254519129385661597,260.4947449723959,261.5587878227234
FiftyWords,ssg-1000-10,25_1512605294750266788,228.9022269636811,263.1115963459015
FiftyWords,ssg-1000-10,26_1850905231407642284,218.838223133765,264.1463677883148
FiftyWords,ssg-1000-10,27_715768877135886260,224.5186565078769,263.50735783576965
FiftyWords,ssg-1000-10,28_1394240668996925625,232.21764816843827,261.2938771247864
FiftyWords,ssg-1000-10,29_2159979599242918333,220.14971013890894,260.3317003250122
FiftyWords,adam-1000-10,0_1322916449214724802,288.1378965373739,260.63631558418274
FiftyWords,adam-1000-10,1_231846321960975303,251.5599625561298,260.5264871120453
FiftyWords,adam-1000-10,2_1847871678826609868,300.5582846481378,261.7005066871643
FiftyWords,adam-1000-10,3_2122367505479957970,248.55227220421634,262.1186716556549
FiftyWords,adam-1000-10,4_862834604664880858,249.695256024119,263.45339608192444
FiftyWords,adam-1000-10,5_1650468659710590943,285.9500767225743,261.34118366241455
FiftyWords,adam-1000-10,6_821556189379100901,348.9843136850037,261.6402111053467
FiftyWords,adam-1000-10,7_1008292296438252010,293.4679689308778,261.0806791782379
FiftyWords,adam-1000-10,8_11676815080227569,442.7266067164162,262.56742095947266
FiftyWords,adam-1000-10,9_1254246450501977081,314.2999946652261,264.5385711193085
FiftyWords,adam-1000-10,10_2022387813654660352,301.6970820125001,263.332777261734
FiftyWords,adam-1000-10,11_1609996186447971849,1243.8524808380052,264.82083797454834
FiftyWords,adam-1000-10,12_1247500396909758226,349.0868630850717,264.8424541950226
