OSULeaf;ssg-1000-1;5_506982614138535947;27.77380108;5290.203673
OSULeaf;ssg-1000-1;3_277996673270464538;28.61734824;5395.869086
OSULeaf;ssg-1000-1;0_167487508341768313;28.76894964;5793.967257
OSULeaf;ssg-1000-1;2_2145948731361902734;29.28596664;5636.713959
OSULeaf;ssg-1000-1;11_264622213830197474;29.02317602;5028.085556
OSULeaf;ssg-1000-1;10_1897337057693843695;28.67047346;5044.070677
OSULeaf;ssg-1000-1;9_1359778126292762912;28.26557866;5237.605153
OSULeaf;ssg-1000-1;4_80314927956803904;27.7091373;5630.51194
OSULeaf;ssg-1000-1;6_817787613275930953;28.41179303;5512.824647
OSULeaf;ssg-1000-1;7_2012506502656868762;29.40253858;5565.722794
OSULeaf;ssg-1000-1;13_1582493552347627939;28.16396131;5166.367574
OSULeaf;ssg-1000-1;16_1334508050551587300;29.21501611;5130.108039
OSULeaf;ssg-1000-1;8_1609704266111828550;28.02382775;5553.920474
OSULeaf;ssg-1000-1;21_1912755509250146946;28.30282529;4997.804045
OSULeaf;ssg-1000-1;14_2041721076362691228;28.23421239;5406.382738
OSULeaf;ssg-1000-1;23_1421011028355236526;28.66165807;4818.543443
OSULeaf;ssg-1000-1;24_735475424041550544;27.30182063;4694.865891
OSULeaf;ssg-1000-1;12_2037850245677105887;28.58832802;5494.317586
OSULeaf;ssg-1000-1;18_1950846440327004920;28.83674168;5186.809189
OSULeaf;ssg-1000-1;15_1359877632095077143;27.80297745;5503.388182
OSULeaf;ssg-1000-1;20_534899764123583327;28.8656893;5224.640745
OSULeaf;ssg-1000-1;17_637880023181083535;27.87345835;5339.4743
OSULeaf;ssg-1000-1;19_1905322810646381483;27.78416972;5303.749261
OSULeaf;ssg-1000-1;27_91875742967055315;28.29410987;4552.308975
OSULeaf;ssg-1000-1;22_697716545476281353;28.32283488;5211.575496
OSULeaf;ssg-1000-1;28_2210995839261131953;28.43158746;4694.528871
OSULeaf;ssg-1000-1;29_2287132071682295105;27.77400531;4786.65934
OSULeaf;ssg-1000-1;26_1343373412806346128;28.91781634;5142.13847
OSULeaf;ssg-1000-1;25_1433392628795622828;27.90242975;5314.127872
OSULeaf;ssg-1000-10;0_1798215534694028808;43.84074263;5614.23941
OSULeaf;ssg-1000-10;4_1207591423357408992;42.28945309;5616.205999
OSULeaf;ssg-1000-10;3_2262802078382872376;41.89804452;5718.613905
OSULeaf;ssg-1000-10;1_640669484180756301;45.00392904;5843.587947
OSULeaf;ssg-1000-10;2_2296854503250909059;36.52044601;5876.848142
OSULeaf;ssg-1000-10;5_639832206076205021;44.65343162;5820.436894
OSULeaf;ssg-1000-10;6_1857738696175310927;44.41163402;5903.302588
OSULeaf;ssg-1000-10;7_543281341262125175;47.10129659;5933.560523
OSULeaf;ssg-1000-10;8_1267670937722345702;37.38034662;5963.350722
OSULeaf;ssg-1000-10;10_1977521142172670212;43.10348502;5919.900944
OSULeaf;ssg-1000-10;12_122892965986621960;42.28329548;6020.959002
OSULeaf;ssg-1000-10;9_1829519180492626440;40.39862803;6244.817489
OSULeaf;ssg-1000-10;13_1378873894488169069;44.99279241;6096.167887
OSULeaf;ssg-1000-10;14_1537359149783243472;46.54458005;6177.757541
OSULeaf;ssg-1000-10;18_1721867096528706275;39.10148496;6091.666039
OSULeaf;ssg-1000-10;11_1327538246343121801;38.59208382;6466.603378
OSULeaf;ssg-1000-10;15_260408335516752818;36.06448436;6369.315202
OSULeaf;ssg-1000-10;23_1390805794672794647;42.05436295;6157.620453
OSULeaf;ssg-1000-10;17_775879177827441708;45.78329158;6450.796721
OSULeaf;ssg-1000-10;16_2091985800182291565;39.95505071;6541.775024
OSULeaf;ssg-1000-10;19_1569114145105042583;42.53196626;6455.859305
OSULeaf;ssg-1000-10;20_623853553345551616;40.98026699;6512.389615
OSULeaf;ssg-1000-10;21_1384485252080524611;40.1475303;6551.17806
OSULeaf;ssg-1000-10;22_1829217914306616681;50.77381638;6550.403797
OSULeaf;ssg-1000-10;29_372456266968522406;44.6938794;6308.802988
OSULeaf;ssg-1000-10;25_492304133907734243;46.94984252;6660.344204
OSULeaf;ssg-1000-10;24_220261317695954741;46.95002828;6786.871735
OSULeaf;ssg-1000-10;26_2248482588698533713;42.13629735;6671.704557
OSULeaf;ssg-1000-10;27_2115946357574786983;39.68436888;6678.724224
OSULeaf;ssg-1000-10;28_1516269967006687211;38.66608592;6718.451469
