OSULeaf;adam-1000-1;5_980945792989054174;45.78896899;4307.143059
OSULeaf;adam-1000-1;3_1974987867382269440;38.98015719;4705.759301
OSULeaf;adam-1000-1;1_468670131468682792;37.36150325;4909.948031
OSULeaf;adam-1000-1;11_1190161965033899650;42.7363307;4469.216177
OSULeaf;adam-1000-1;2_1632317921760298712;44.90957452;4936.604187
OSULeaf;adam-1000-1;7_1487569964742657764;48.78071209;4708.037943
OSULeaf;adam-1000-1;0_1818064468354451187;46.64249053;5185.478972
OSULeaf;adam-1000-1;6_198610834233411400;45.00174796;4870.549849
OSULeaf;adam-1000-1;12_505850117161928667;38.97518499;4733.715324
OSULeaf;adam-1000-1;10_984216290325874693;47.89929443;4865.802883
OSULeaf;adam-1000-1;8_1882438125381666877;43.62249622;4996.005211
OSULeaf;adam-1000-1;4_149363708425324753;37.40215705;5320.762368
OSULeaf;adam-1000-1;16_1041621242656246082;45.31967696;4871.550414
OSULeaf;adam-1000-1;9_1621896750552238436;63.51715744;5278.00691
OSULeaf;adam-1000-1;13_1537170033783261583;37.69446943;5074.375487
OSULeaf;adam-1000-1;18_557706933818542568;49.1643744;4857.839076
OSULeaf;adam-1000-1;14_1132975265761643066;59.48590724;5182.593479
OSULeaf;adam-1000-1;19_390595460047751800;46.1409141;4727.608133
OSULeaf;adam-1000-1;15_906613309393259204;113.0343365;5281.690552
OSULeaf;adam-1000-1;17_1930488982538734408;45.91577039;5260.263511
OSULeaf;adam-1000-1;21_277436472096115590;49.42591656;4865.53306
OSULeaf;adam-1000-1;23_1489665084149386217;40.83917042;4761.023569
OSULeaf;adam-1000-1;20_633658998042054341;59.1631519;5721.665744
OSULeaf;adam-1000-1;26_224738529044254525;39.00037172;5382.858777
OSULeaf;adam-1000-1;22_355510044005420958;40.10031714;5783.812978
OSULeaf;adam-1000-1;25_1683340758847246238;39.10870843;5506.46637
OSULeaf;adam-1000-1;24_1103950907567427506;45.63236985;5699.621349
OSULeaf;adam-1000-1;27_377853769549271065;49.79296464;5443.996561
OSULeaf;adam-1000-1;28_869828598130202363;40.60522655;5978.516158
OSULeaf;adam-1000-1;29_1178036001046976338;48.9504647;5958.978022
OSULeaf;adam-1000-10;0_790046934907149980;63.5705531;6259.636273
OSULeaf;adam-1000-10;1_543955891645767398;98.25618935;6243.035002
OSULeaf;adam-1000-10;4_2114728648447024936;82.66241376;6196.586082
OSULeaf;adam-1000-10;2_977513667442958149;64.35255691;6251.952651
OSULeaf;adam-1000-10;3_2000365695262973809;110.392934;6284.450459
OSULeaf;adam-1000-10;8_553788274377154737;127.3859233;6258.690819
OSULeaf;adam-1000-10;7_1989045673299206370;76.61371083;6364.697339
OSULeaf;adam-1000-10;5_698773176150581602;198.9627995;6681.335177
OSULeaf;adam-1000-10;6_302703249302413740;78.33997905;6608.309642
OSULeaf;adam-1000-10;12_1564591304024187314;63.11718056;6178.402231
OSULeaf;adam-1000-10;10_257160927924118000;64.46781242;6316.894002
OSULeaf;adam-1000-10;9_2123822709120361065;53.90465383;6552.581479
OSULeaf;adam-1000-10;11_1608333724867814100;83.93832927;6511.528676
OSULeaf;adam-1000-10;15_1591230271741944657;61.90747227;6360.592495
OSULeaf;adam-1000-10;13_1670210940744164219;74.97053146;6546.999227
OSULeaf;adam-1000-10;14_1079484574826161145;77.11514039;6590.177023
OSULeaf;adam-1000-10;16_1989146828368962566;78.81167361;6465.282183
OSULeaf;adam-1000-10;18_2116658841109587026;71.20761675;6347.986725
OSULeaf;adam-1000-10;19_1562130047245411481;69.74513242;6319.422677
OSULeaf;adam-1000-10;17_1784847672323532064;59.45891654;6615.226465
OSULeaf;adam-1000-10;21_1155849505665902469;75.21127723;6216.024501
OSULeaf;adam-1000-10;20_95892808699144162;56.81922811;6427.828648
OSULeaf;adam-1000-10;23_1700275436938258524;78.80764015;6333.491908
OSULeaf;adam-1000-10;25_1234036877028681870;100.127815;6260.715616
OSULeaf;adam-1000-10;22_693144226372184229;75.55460647;6406.647678
OSULeaf;adam-1000-10;24_2202841861029554518;80.05718891;6563.941312
OSULeaf;adam-1000-10;26_2024999153771671525;93.81669057;6620.627955
OSULeaf;adam-1000-10;27_1412605261960900821;106.2878766;6644.275839
OSULeaf;adam-1000-10;29_1200804687834968302;90.6350264;6580.988566
OSULeaf;adam-1000-10;28_1282419236941525304;76.24469141;6716.751007
OSULeaf;ssg-1000-1;1_1198285706695720864;28.25010448;5537.576545
