dataset,optimizer,iteration,variation,runtime
Coffee,ssg-1000-1,22_259148844947086765,0.6814151222500555,1422.4003446102142
Coffee,ssg-1000-1,26_278625044165697214,0.6857527087718233,1695.45654296875
Coffee,ssg-1000-1,6_725852498275213106,0.6822784258491028,1811.6175706386566
Coffee,ssg-1000-1,0_702019484231540807,0.6745689818959016,2088.686427593231
Coffee,ssg-1000-1,2_2159828416395092062,0.6759676985980659,2112.3182945251465
Coffee,ssg-1000-1,1_1080468087977156762,0.7073022081869409,2171.8633353710175
Coffee,ssg-1000-1,10_706625888196108444,0.7493530050310957,2173.607563972473
Coffee,ssg-1000-1,9_1818051823970689188,0.8156742513985346,2182.16096162796
Coffee,ssg-1000-1,4_166430877667434672,0.7290617940727595,2193.436575651169
Coffee,ssg-1000-1,7_1100379144044552376,0.6731046322712962,2201.844310760498
Coffee,ssg-1000-1,3_151627602866872506,0.6858440467451317,2203.454775571823
Coffee,ssg-1000-1,8_2265583842801098944,0.6695006572625773,2210.305525302887
Coffee,adam-1000-1,8_1163369615444025540,0.7337482341112862,2213.828041791916
Coffee,adam-1000-1,27_2135801338549117125,0.6666177025388883,2215.2199387550354
Coffee,adam-1000-1,7_557595333388280007,0.6783500032754075,2216.51478433609
Coffee,ssg-1000-1,5_2015175567133253838,0.6895091539103453,2224.1878876686096
Coffee,adam-1000-1,1_1154281602084643023,0.6921867094774891,2224.7815039157867
Coffee,adam-1000-1,4_1596422165648253135,0.6674992969473463,2225.022988796234
Coffee,ssg-1000-1,14_185583270711664848,0.7334315345153833,2225.453773021698
Coffee,adam-1000-1,29_1976181937009991888,0.7004581708931849,2226.1113379001617
Coffee,ssg-1000-1,18_1829007907585663187,0.6899775794051128,2229.085387468338
Coffee,adam-1000-1,13_1520823594413072600,0.713149213286523,2233.975958585739
Coffee,adam-1000-1,17_1413630556553748707,0.6713831172965493,2244.9148960113525
Coffee,adam-1000-1,15_517041496265203942,0.6964136745623003,2247.492413520813
Coffee,adam-1000-1,5_541961377552933096,0.684191077548817,2249.505834341049
Coffee,adam-1000-1,16_1187177340720259306,0.6785964741082414,2251.81627035141
Coffee,adam-1000-1,14_1406236890612769017,0.6983653789836703,2266.8719918727875
Coffee,ssg-1000-1,11_2220851311736660222,0.6909269885718556,2272.3319692611694
Coffee,ssg-1000-1,12_1396680485299953922,0.6851028348044529,2275.9000618457794
Coffee,ssg-1000-1,13_77084562794357001,0.7027268348653392,2282.352718114853
Coffee,ssg-1000-1,25_1372311459337740563,0.6823120711923686,2292.923691511154
Coffee,ssg-1000-1,15_1020286319030837526,0.6738455048500018,2295.745055437088
Coffee,adam-1000-1,10_685463038140490007,0.7104333412630824,2296.5656311511993
Coffee,ssg-1000-1,16_468767438247698719,0.6713176750621581,2304.5011558532715
Coffee,adam-1000-1,19_488721925024391457,0.7052075794892293,2306.5176887512207
Coffee,adam-1000-1,24_9891208197710115,0.7045879798046931,2308.3083171844482
Coffee,adam-1000-1,28_481501432164786467,0.6804486082373303,2308.466924905777
Coffee,ssg-1000-1,17_1353947965886439715,0.6807466013870832,2308.9407382011414
Coffee,ssg-1000-1,20_2248255539547349284,0.6729797021825462,2310.258023738861
Coffee,ssg-1000-1,19_562059350597050665,0.7203943319644387,2314.593883037567
Coffee,ssg-1000-1,23_1542268469201215785,0.6798062043795187,2314.9675970077515
Coffee,adam-1000-1,2_970903953292534062,0.6922916484366147,2319.7222921848297
Coffee,adam-1000-1,6_326954627520405807,0.677244530478206,2320.422976732254
Coffee,adam-1000-1,0_544042203308499252,0.6961891912896752,2325.510439634323
Coffee,adam-1000-1,3_1753970087280648501,0.6670904172202131,2327.0048828125
Coffee,ssg-1000-1,21_1749799639676494133,0.7207544722179683,2327.098470926285
Coffee,adam-1000-1,26_348166405843460406,0.6779527892158513,2327.39395737648
Coffee,adam-1000-1,25_761253474154717495,0.7079896932312408,2328.629382133484
Coffee,adam-1000-1,12_1615362352948322615,0.6682921829027804,2328.9786105155945
Coffee,adam-1000-1,18_846183050819019064,0.6707428351232385,2329.6428697109222
Coffee,adam-1000-1,11_914783780299219258,0.7112621577285791,2331.707942724228
Coffee,adam-1000-1,9_1890131408241172794,0.7074464956312206,2332.096186876297
