Adiac,ssg-1000-1,1_1383179032266925877,0.551421463946487,1280.3155434131622
Adiac,ssg-1000-1,3_1344812123771496247,0.5349830487261968,1282.2880244255066
Adiac,ssg-1000-1,7_1936624257421928253,0.5619553538899889,1288.537867307663
Adiac,ssg-1000-1,20_1261497729688397635,0.5895790680380919,1294.235310792923
Adiac,ssg-1000-1,10_1958646375814653765,0.5375017587740194,1296.5406296253204
Adiac,ssg-1000-1,16_459024665714222918,0.538909451829722,1296.8939173221588
Adiac,adam-1000-1,23_1680665097301256006,0.5914935883656018,1296.724280834198
Adiac,ssg-1000-1,29_527260907089815373,0.5428676095168824,1303.9100437164307
Adiac,ssg-1000-1,21_645968580471023437,0.553878817096487,1303.96418094635
Adiac,ssg-1000-1,5_597410848453551950,0.5416080208858925,1304.9586069583893
Adiac,ssg-1000-1,2_85223147863402322,0.5473657484376627,1308.745168209076
Adiac,ssg-1000-1,8_732805809809516373,0.6031418142530572,1312.0177826881409
Adiac,ssg-1000-10,6_806045378847303511,0.8109751957286637,1313.9652960300446
Adiac,ssg-1000-1,11_1038861468470732634,0.5401741829223289,1317.1476202011108
Adiac,ssg-1000-1,18_1365938689943398234,0.5576495457034586,1317.280588388443
Adiac,adam-1000-1,27_391298597733918556,0.6336905499509643,1318.098742723465
Adiac,ssg-1000-1,12_544175244215707485,0.5535689225323707,1319.9305670261383
Adiac,ssg-1000-1,9_491549868931278686,0.534516505929616,1320.9120869636536
Adiac,ssg-1000-10,1_554485364749363038,0.6963225416304958,1320.9171047210693
Adiac,adam-1000-1,26_1431035275865876319,0.6556893819202838,1321.5725636482239
Adiac,adam-1000-1,14_321646735137564512,0.6648007903620965,1322.2725367546082
Adiac,ssg-1000-1,6_1059292593538066274,0.5361941608424275,1325.15953373909
Adiac,ssg-1000-1,4_1067598304374286180,0.543399067368708,1327.1644613742828
Adiac,ssg-1000-1,17_1248898975701526373,0.5382136740690743,1328.2353432178497
Adiac,ssg-1000-1,15_1767916292767606629,0.5512225107468351,1328.4614162445068
Adiac,ssg-1000-10,5_2255225893511882598,0.7689330525217939,1329.639261007309
Adiac,adam-1000-1,15_832203310227908456,0.5833612991698286,1330.3393898010254
Adiac,ssg-1000-1,13_1731377872109168488,0.5993361504383351,1331.4467775821686
Adiac,ssg-1000-10,13_377385927351854953,0.8235643104228652,1331.69819688797
Adiac,ssg-1000-10,12_2165153351208658797,0.7632257620928055,1336.4081530570984
Adiac,ssg-1000-10,7_1055245291236222830,0.7642462382874858,1337.0815269947052
Adiac,ssg-1000-10,3_46909565681919858,0.7871427241524975,1340.61075425148
Adiac,ssg-1000-1,19_629924506798516083,0.5430702845706523,1341.960969209671
Adiac,ssg-1000-10,28_1416024743123478388,0.7605058872575089,1342.8152270317078
Adiac,ssg-1000-10,21_1437311837993035636,0.8685317243444112,1343.0096111297607
Adiac,adam-1000-1,1_248316456390485878,0.6253613757951341,1344.3036844730377
Adiac,adam-1000-1,17_217459212312766327,0.6642550219009489,1345.1522855758667
Adiac,ssg-1000-1,14_198093514012747639,0.5586053894609948,1345.7806153297424
Adiac,ssg-1000-10,22_1550991994456237943,0.7556503472675765,1346.0906355381012
Adiac,ssg-1000-10,9_1130350731506345849,0.7859654687087175,1348.027084827423
Adiac,ssg-1000-10,2_212318995452913530,0.7295347473831157,1348.7588198184967
Adiac,ssg-1000-1,22_1064675252711843706,0.5368110906919091,1349.1476197242737
Adiac,adam-1000-1,5_1227815840238921595,0.6511309429983277,1349.6974024772644
Adiac,ssg-1000-1,28_1480157057348396924,0.5380810627217308,1351.264196395874
Adiac,adam-1000-1,0_311548820348069757,0.5929334754372287,1351.34312748909
Adiac,ssg-1000-10,17_416029912777484158,0.7343252896115524,1352.6950659751892
Adiac,adam-1000-1,6_759815862701647742,0.6202992328691038,1352.5712127685547
Adiac,ssg-1000-10,11_913701311101921150,0.8168088842790178,1352.8910028934479
Adiac,ssg-1000-10,14_190562409118295942,0.7598241926232102,1360.5275056362152
Adiac,ssg-1000-1,25_105259548256364424,0.5433026543275804,1362.7316491603851
Adiac,ssg-1000-10,24_1250614763596670858,0.7633758655314666,1364.814204454422
Adiac,ssg-1000-10,26_999393399080085388,0.7806817208191021,1366.708624124527
Adiac,ssg-1000-10,25_2238066365292996492,0.8222065089406805,1367.2751276493073
Adiac,ssg-1000-1,27_2114770979644893070,0.5448698326555609,1369.601702928543
Adiac,ssg-1000-10,10_2072934562208016272,0.7651472731531281,1371.448055267334
Adiac,adam-1000-1,9_1282992632255604625,0.6335738568187798,1371.6622996330261
Adiac,ssg-1000-1,23_2186339840764274579,0.5493929320372071,1374.634360074997
Adiac,ssg-1000-1,26_1733380632539162516,0.5679233472225904,1375.4358484745026
Adiac,ssg-1000-10,8_816240600415856536,0.7892703009149898,1378.9916470050812
Adiac,ssg-1000-1,24_1072002947955156889,0.5450869380969644,1380.1483283042908
Adiac,ssg-1000-1,0_1564584706954618780,0.5449595422809753,1383.4014070034027
Adiac,ssg-1000-10,0_2255487577279293340,0.7815299277573518,1383.6597549915314
Adiac,ssg-1000-10,29_1509632765065815973,0.762762416840083,1391.8446621894836
Adiac,ssg-1000-10,18_670367293247186854,0.7663188360379888,1392.6831874847412
Adiac,adam-1000-1,25_2245041117303793575,0.6432406235511777,1393.938719511032
Adiac,ssg-1000-10,15_1588621680405243817,0.8307768989771656,1396.223440170288
Adiac,adam-1000-1,19_1917069992877746089,0.640185987105941,1395.7672400474548
Adiac,ssg-1000-10,4_184899924235249578,0.7890034726769178,1396.745372056961
Adiac,adam-1000-1,8_1184972270151002026,0.6352587024308479,1396.631621837616
Adiac,adam-1000-1,7_2001144149495637930,0.644674509133604,1397.0251669883728
Adiac,adam-1000-1,10_2286868738647648170,0.6170241357430147,1397.1259765625
Adiac,adam-1000-1,24_352077368703707051,0.6314360484074888,1397.122706413269
Adiac,ssg-1000-10,16_1102408842509674411,0.7431423448230376,1397.8863623142242
Adiac,adam-1000-1,21_1810108402216069036,0.636098881139428,1398.7108912467957
Adiac,adam-1000-1,20_138094813752453037,0.6293100980069828,1399.0777893066406
Adiac,adam-1000-1,2_1028428752390580144,0.6269288491587427,1402.6137669086456
Adiac,adam-1000-1,22_2062117566813956021,0.6359662995304088,1407.9841578006744
Adiac,ssg-1000-10,23_1616420632890304439,0.7854447379169008,1410.0040969848633
Adiac,adam-1000-1,18_1623576254563870651,0.6423293263351514,1413.6548647880554
Adiac,adam-1000-1,11_2023875452888278974,0.6156735317860395,1416.979377746582
Adiac,ssg-1000-10,27_145958520914307007,0.790620828039678,1417.4083559513092
Adiac,adam-1000-1,16_1017806370554636223,0.6597522936572785,1417.471495628357
Adiac,adam-1000-1,4_958458581177984962,0.5995669934080712,1420.5455474853516
Adiac,ssg-1000-10,20_1539863287515703234,0.7576259126931161,1421.086853981018
Adiac,adam-1000-1,13_831913588913989572,2.1301391263926868,1422.430454492569
Adiac,adam-1000-1,12_366107137074128843,0.6340562022850523,1429.2098953723907
Adiac,ssg-1000-10,19_2097950650763175884,0.7794274394292916,1431.2766177654266
Adiac,adam-1000-1,3_33342141950977999,0.6267378275121073,1433.1402728557587
Adiac,adam-1000-1,28_1859787636093872899,0.6171819611083975,973.9266812801361
Adiac,adam-1000-10,0_655208876190853908,0.9412615125451995,982.0999114513397
Adiac,adam-1000-10,7_1763776081733217044,0.7847751538686857,966.2824790477753
Adiac,adam-1000-10,2_733608453297793828,0.9641067973954481,990.19921708107
Adiac,adam-1000-1,29_800130006289869607,0.6163109257106189,1007.3211712837219
Adiac,adam-1000-10,11_784398743675464490,1.0981524771816615,975.5731434822083
Adiac,adam-1000-10,13_1408942788728974122,0.7305229207524783,974.119345664978
